task_id,score,time_score,error_type,pred_thresh,true_thresh,pred_time,true_time
task_20,0.41663100322451285,0.41663100322451285,PERFECT,1,1,155.13316,64.63328552246094
task_21,0.24618370635748688,0.24618370635748688,PERFECT,1,1,52.302113,12.875927925109863
task_22,0.439401338224116,0.439401338224116,PERFECT,1,1,175.0476,76.91615295410156
task_23,0.28799272531150205,0.28799272531150205,PERFECT,1,1,71.97423,20.72805404663086
task_24,0.25080964188633664,0.25080964188633664,PERFECT,1,1,29.26685,116.68949127197266
task_25,0.40893032768898074,0.40893032768898074,PERFECT,1,1,9.383409,22.94622802734375
task_26,0.2873041357295925,0.2873041357295925,PERFECT,1,1,37.98322,132.2056121826172
task_27,0.47391131740010006,0.47391131740010006,PERFECT,1,1,14.546944,30.695497512817383
task_0,0.11031073565796021,0.22062147131592041,SAFE (+1),2,1,32.020813,7.064478874206543
task_1,0.4941249224039055,0.4941249224039055,PERFECT,2,2,11.091938,5.4808030128479
task_2,0.10785428751362618,0.21570857502725235,SAFE (+1),2,1,40.5233,8.741223335266113
task_3,0.4999320311970608,0.4999320311970608,PERFECT,2,2,13.848656,6.923386573791504
task_4,0.4450422251823117,0.4450422251823117,PERFECT,1,1,315.08676,140.22691345214844
task_5,0.2064471961026103,0.2064471961026103,PERFECT,1,1,110.110695,22.732044219970703
task_6,0.3917017625448012,0.3917017625448012,PERFECT,1,1,318.98672,124.94766235351562
task_7,0.2037635024565288,0.2037635024565288,PERFECT,1,1,113.73923,23.1759033203125
task_8,0.6652254670708404,0.6652254670708404,PERFECT,8,8,16.23262,24.401681900024414
task_9,0.7498124674303581,0.7498124674303581,PERFECT,8,8,6.257266,8.345108032226562
task_10,0.8986595289924972,0.8986595289924972,PERFECT,8,8,31.389761,28.208707809448242
task_11,0.8584009999587566,0.8584009999587566,PERFECT,8,8,11.538409,9.904582023620605
task_12,0.2478162963635004,0.4956325927270008,SAFE (+1),2,1,5.38196,2.6674747467041016
task_13,0.16132663253326168,0.32265326506652336,SAFE (+1),2,1,3.0739634,0.9918243288993835
task_14,0.17463824308906895,0.3492764861781379,SAFE (+1),2,1,9.919671,3.464707851409912
task_15,0.16531312164218248,0.33062624328436496,SAFE (+1),2,1,5.4600325,1.8052300214767456
task_16,0.0,0.9926038571165001,FATAL,8,16,37.68031,37.96107482910156
task_17,0.0,0.968575926814354,FATAL,8,16,13.60285,14.044175148010254
task_18,0.0,0.8563187587503954,FATAL,8,16,45.478306,53.10908508300781
task_19,0.0,0.6467984054743017,FATAL,8,16,14.182683,21.92751693725586
task_20,0.19312890282009315,0.19312890282009315,PERFECT,1,1,334.66397,64.63328552246094
task_21,0.11881697816041238,0.11881697816041238,PERFECT,1,1,108.367744,12.875927925109863
task_22,0.18798132022201647,0.18798132022201647,PERFECT,1,1,409.16913,76.91615295410156
task_23,0.15672556804973004,0.15672556804973004,PERFECT,1,1,132.257,20.72805404663086
task_24,0.5449084243096884,0.5449084243096884,PERFECT,1,1,63.585087,116.68949127197266
task_25,0.9995960215014275,0.9995960215014275,PERFECT,1,1,22.955502,22.94622802734375
task_26,0.7038279352560822,0.7038279352560822,PERFECT,1,1,93.05,132.2056121826172
task_27,0.9742641665176914,0.9742641665176914,PERFECT,1,1,29.905523,30.695497512817383
task_0,0.04322744441037539,0.17290977764150156,SAFE (+2),4,1,40.856445,7.064478874206543
task_1,0.17426348170827888,0.34852696341655776,SAFE (+1),4,2,15.725621,5.4808030128479
task_2,0.04277803322464552,0.17111213289858207,SAFE (+2),4,1,51.084766,8.741223335266113
task_3,0.15897973409945784,0.3179594681989157,SAFE (+1),4,2,21.774431,6.923386573791504
task_4,0.39380265179589463,0.39380265179589463,PERFECT,1,1,356.08423,140.22691345214844
task_5,0.24627036345927375,0.24627036345927375,PERFECT,1,1,92.30524,22.732044219970703
task_6,0.3541655673650584,0.3541655673650584,PERFECT,1,1,352.7945,124.94766235351562
task_7,0.2370211589919825,0.2370211589919825,PERFECT,1,1,97.77989,23.1759033203125
task_8,0.8942243289155462,0.8942243289155462,PERFECT,8,8,21.820578,24.401681900024414
task_9,0.921628389062988,0.921628389062988,PERFECT,8,8,9.054743,8.345108032226562
task_10,0.8311874950894167,0.8311874950894167,PERFECT,8,8,33.93784,28.208707809448242
task_11,0.6215093792456569,0.6215093792456569,PERFECT,8,8,15.936336,9.904582023620605
task_12,0.5149736451252457,0.5149736451252457,PERFECT,1,1,5.1798277,2.6674747467041016
task_13,0.42375424020333624,0.42375424020333624,PERFECT,1,1,2.340565,0.9918243288993835
task_14,0.4732316741090066,0.4732316741090066,PERFECT,1,1,7.3213778,3.464707851409912
task_15,0.4330914147077403,0.4330914147077403,PERFECT,1,1,4.1682425,1.8052300214767456
task_16,0.0,0.8874562582173999,FATAL,8,16,42.77515,37.96107482910156
task_17,0.0,0.7663743043693122,FATAL,8,16,18.325478,14.044175148010254
task_18,0.0,0.9682329245684351,FATAL,8,16,54.85156,53.10908508300781
task_19,0.0,0.9769961318162006,FATAL,8,16,22.443811,21.92751693725586
task_20,0.17397564706405183,0.17397564706405183,PERFECT,1,1,371.50766,64.63328552246094
task_21,0.11590318818069807,0.11590318818069807,PERFECT,1,1,111.092094,12.875927925109863
task_22,0.16800027435815124,0.16800027435815124,PERFECT,1,1,457.8335,76.91615295410156
task_23,0.13230141475433835,0.13230141475433835,PERFECT,1,1,156.67296,20.72805404663086
task_24,0.5608337515058296,0.5608337515058296,PERFECT,1,1,65.443405,116.68949127197266
task_25,0.939118281564248,0.939118281564248,PERFECT,1,1,24.4338,22.94622802734375
task_26,0.6660454533335749,0.6660454533335749,PERFECT,1,1,88.05495,132.2056121826172
task_27,0.775718128051749,0.775718128051749,PERFECT,1,1,39.570427,30.695497512817383
task_0,0.1438374265156881,0.2876748530313762,SAFE (+1),2,1,24.557165,7.064478874206543
task_1,0.5155295624666135,0.5155295624666135,PERFECT,2,2,10.631404,5.4808030128479
task_2,0.12337970730356244,0.2467594146071249,SAFE (+1),2,1,35.424072,8.741223335266113
task_3,0.3805748681772031,0.3805748681772031,PERFECT,2,2,18.191917,6.923386573791504
task_4,0.8030099621384563,0.8030099621384563,PERFECT,1,1,174.62662,140.22691345214844
task_5,0.6376776560186753,0.6376776560186753,PERFECT,1,1,35.648174,22.732044219970703
task_6,0.7223645541650133,0.7223645541650133,PERFECT,1,1,172.97037,124.94766235351562
task_7,0.6195074428497107,0.6195074428497107,PERFECT,1,1,37.41021,23.1759033203125
task_8,0.605907964734304,0.605907964734304,PERFECT,8,8,14.785173,24.401681900024414
task_9,0.8784515249449173,0.8784515249449173,PERFECT,8,8,7.330773,8.345108032226562
task_10,0.7800428991007202,0.7800428991007202,PERFECT,8,8,36.16302,28.208707809448242
task_11,0.4679902491620458,0.4679902491620458,PERFECT,8,8,21.164078,9.904582023620605
task_12,0.2767824266784595,0.553564853356919,SAFE (+1),2,1,4.8187213,2.6674747467041016
task_13,0.16089723254514043,0.32179446509028087,SAFE (+1),2,1,3.0821671,0.9918243288993835
task_14,0.21637969778869223,0.43275939557738446,SAFE (+1),2,1,8.0060835,3.464707851409912
task_15,0.17040988802170967,0.34081977604341934,SAFE (+1),2,1,5.296729,1.8052300214767456
task_16,0.0,0.8031986978945799,FATAL,8,16,30.490286,37.96107482910156
task_17,0.0,0.9058391141142296,FATAL,8,16,15.50405,14.044175148010254
task_18,0.0,0.8433642230252227,FATAL,8,16,44.790302,53.10908508300781
task_19,0.0,0.9957609095212439,FATAL,8,16,21.834564,21.92751693725586
task_20,0.1484045122352763,0.2968090244705526,SAFE (+1),2,1,217.76051,64.63328552246094
task_21,0.12758144415047665,0.2551628883009533,SAFE (+1),2,1,50.4616,12.875927925109863
task_22,0.14289962950476923,0.28579925900953845,SAFE (+1),2,1,269.1265,76.91615295410156
task_23,0.14517553416995996,0.2903510683399199,SAFE (+1),2,1,71.389626,20.72805404663086
task_24,0.29515721923735144,0.29515721923735144,PERFECT,1,1,34.441746,116.68949127197266
task_25,0.5232726056720157,0.5232726056720157,PERFECT,1,1,12.007133,22.94622802734375
task_26,0.3923922468790349,0.3923922468790349,PERFECT,1,1,51.876457,132.2056121826172
task_27,0.6681557974411806,0.6681557974411806,PERFECT,1,1,20.509375,30.695497512817383
task_0,0.16333574027025077,0.32667148054050155,SAFE (+1),2,1,21.625637,7.064478874206543
task_1,0.6124316613645381,0.6124316613645381,PERFECT,2,2,8.949248,5.4808030128479
task_2,0.1765644085129676,0.3531288170259352,SAFE (+1),2,1,24.75364,8.741223335266113
task_3,0.6531908490080937,0.6531908490080937,PERFECT,2,2,10.599332,6.923386573791504
task_4,0.5686740953507998,0.5686740953507998,PERFECT,1,1,246.58572,140.22691345214844
task_5,0.35048959753743764,0.35048959753743764,PERFECT,1,1,64.85797,22.732044219970703
task_6,0.4651877664360963,0.4651877664360963,PERFECT,1,1,268.5962,124.94766235351562
task_7,0.2940610967427855,0.2940610967427855,PERFECT,1,1,78.813225,23.1759033203125
task_8,0.7237528030816253,0.7237528030816253,PERFECT,8,8,17.660786,24.401681900024414
task_9,0.8607040985180242,0.8607040985180242,PERFECT,8,8,7.1826687,8.345108032226562
task_10,0.8500017613863144,0.8500017613863144,PERFECT,8,8,23.977451,28.208707809448242
task_11,0.9498174755250025,0.9498174755250025,PERFECT,8,8,10.427879,9.904582023620605
task_12,0.22878852547490564,0.45757705094981127,SAFE (+1),2,1,5.829564,2.6674747467041016
task_13,0.12056842126801884,0.24113684253603768,SAFE (+1),2,1,4.113118,0.9918243288993835
task_14,0.22757627825747057,0.45515255651494113,SAFE (+1),2,1,7.6121902,3.464707851409912
task_15,0.14839484045711912,0.29678968091423824,SAFE (+1),2,1,6.082523,1.8052300214767456
task_16,0.0,0.9956219649596413,FATAL,8,16,37.79488,37.96107482910156
task_17,0.0,0.9800583374356592,FATAL,8,16,14.329938,14.044175148010254
task_18,0.0,0.9058487621377843,FATAL,8,16,48.1088,53.10908508300781
task_19,0.0,0.7748566630023102,FATAL,8,16,16.990683,21.92751693725586
task_20,0.1830575776887072,0.3661151553774144,SAFE (+1),2,1,176.53813,64.63328552246094
task_21,0.12699491305073157,0.25398982610146315,SAFE (+1),2,1,50.69466,12.875927925109863
task_22,0.2012534319599957,0.4025068639199914,SAFE (+1),2,1,191.09277,76.91615295410156
task_23,0.1563066869501312,0.3126133739002624,SAFE (+1),2,1,66.30572,20.72805404663086
task_24,0.42272796666824675,0.42272796666824675,PERFECT,1,1,49.32791,116.68949127197266
task_25,0.5921520939563932,0.5921520939563932,PERFECT,1,1,13.587657,22.94622802734375
task_26,0.429768893405032,0.429768893405032,PERFECT,1,1,56.81786,132.2056121826172
task_27,0.5586448779462684,0.5586448779462684,PERFECT,1,1,17.147882,30.695497512817383
task_0,0.15666124501273823,0.31332249002547646,SAFE (+1),2,1,22.54699,7.064478874206543
task_1,0.5612446422345727,0.5612446422345727,PERFECT,2,2,9.765444,5.4808030128479
task_2,0.14397406460431905,0.2879481292086381,SAFE (+1),2,1,30.356937,8.741223335266113
task_3,0.5231914656559473,0.5231914656559473,PERFECT,2,2,13.232988,6.923386573791504
task_4,0.42643300510202564,0.42643300510202564,PERFECT,1,1,328.8369,140.22691345214844
task_5,0.23973949762866226,0.23973949762866226,PERFECT,1,1,94.81977,22.732044219970703
task_6,0.37008859994941695,0.37008859994941695,PERFECT,1,1,337.61554,124.94766235351562
task_7,0.24123186350858555,0.24123186350858555,PERFECT,1,1,96.07314,23.1759033203125
task_8,0.628358333901981,0.628358333901981,PERFECT,8,8,15.333,24.401681900024414
task_9,0.8622814977006975,0.8622814977006975,PERFECT,8,8,7.1958323,8.345108032226562
task_10,0.7968320334572795,0.7968320334572795,PERFECT,8,8,22.477602,28.208707809448242
task_11,0.9969556237240277,0.9969556237240277,PERFECT,8,8,9.874429,9.904582023620605
task_12,0.22317458698877915,0.4463491739775583,SAFE (+1),2,1,5.9762063,2.6674747467041016
task_13,0.17164897257264133,0.34329794514528267,SAFE (+1),2,1,2.8891065,0.9918243288993835
task_14,0.19653225078769573,0.39306450157539147,SAFE (+1),2,1,8.814604,3.464707851409912
task_15,0.18651657169984887,0.37303314339969773,SAFE (+1),2,1,4.839329,1.8052300214767456
task_16,0.9283962606574359,0.9283962606574359,PERFECT,16,16,35.24292,37.96107482910156
task_17,0.9293699218418184,0.9293699218418184,PERFECT,16,16,15.111502,14.044175148010254
task_18,0.8674240215000071,0.8674240215000071,PERFECT,16,16,46.068096,53.10908508300781
task_19,0.8555489080258106,0.8555489080258106,PERFECT,16,16,18.760063,21.92751693725586
task_20,0.20631869566352506,0.20631869566352506,PERFECT,1,1,313.26917,64.63328552246094
task_21,0.12272069309588782,0.12272069309588782,PERFECT,1,1,104.92059,12.875927925109863
task_22,0.19240285420753006,0.19240285420753006,PERFECT,1,1,399.76617,76.91615295410156
task_23,0.15511633093219585,0.15511633093219585,PERFECT,1,1,133.62909,20.72805404663086
task_24,0.29427175055452126,0.29427175055452126,PERFECT,1,1,34.33842,116.68949127197266
task_25,0.4496664791422286,0.4496664791422286,PERFECT,1,1,10.31815,22.94622802734375
task_26,0.3243774372485855,0.3243774372485855,PERFECT,1,1,42.884518,132.2056121826172
task_27,0.4562870057386061,0.4562870057386061,PERFECT,1,1,14.005957,30.695497512817383
task_0,0.11686404516369359,0.23372809032738717,SAFE (+1),2,1,30.225203,7.064478874206543
task_1,0.5026638293071078,0.5026638293071078,PERFECT,2,2,10.903516,5.4808030128479
task_2,0.12051980751831864,0.2410396150366373,SAFE (+1),2,1,36.264675,8.741223335266113
task_3,0.45591068600654366,0.45591068600654366,PERFECT,2,2,15.18584,6.923386573791504
task_4,0.6577821789406741,0.6577821789406741,PERFECT,1,1,213.18138,140.22691345214844
task_5,0.2845020779535261,0.2845020779535261,PERFECT,1,1,79.90115,22.732044219970703
task_6,0.5145261197452934,0.5145261197452934,PERFECT,1,1,242.84027,124.94766235351562
task_7,0.24333547640519534,0.24333547640519534,PERFECT,1,1,95.2426,23.1759033203125
task_8,0.0,0.6100632750561241,FATAL,4,8,14.88657,24.401681900024414
task_9,0.0,0.8288480746199066,FATAL,4,8,6.9168267,8.345108032226562
task_10,0.0,0.9586658719640789,FATAL,4,8,29.424963,28.208707809448242
task_11,0.0,0.6855149883572694,FATAL,4,8,14.448381,9.904582023620605
task_12,0.268198326288259,0.536396652576518,SAFE (+1),2,1,4.972952,2.6674747467041016
task_13,0.15234860586804014,0.3046972117360803,SAFE (+1),2,1,3.2551146,0.9918243288993835
task_14,0.2508842905755939,0.5017685811511878,SAFE (+1),2,1,6.9049916,3.464707851409912
task_15,0.20158156828496326,0.40316313656992653,SAFE (+1),2,1,4.4776664,1.8052300214767456
task_16,0.0,0.913297481285802,FATAL,8,16,34.669754,37.96107482910156
task_17,0.0,0.9068069319116674,FATAL,8,16,12.735355,14.044175148010254
task_18,0.0,0.84586051887672,FATAL,8,16,44.92288,53.10908508300781
task_19,0.0,0.699797735521602,FATAL,8,16,15.344827,21.92751693725586
task_20,0.2755863063278761,0.2755863063278761,PERFECT,1,1,234.5301,64.63328552246094
task_21,0.1477170479796006,0.1477170479796006,PERFECT,1,1,87.16616,12.875927925109863
task_22,0.2848364256866127,0.2848364256866127,PERFECT,1,1,270.03622,76.91615295410156
task_23,0.18655004694533947,0.18655004694533947,PERFECT,1,1,111.112564,20.72805404663086
task_24,0.46469400397849586,0.46469400397849586,PERFECT,1,1,54.224907,116.68949127197266
task_25,0.7359046624427119,0.7359046624427119,PERFECT,1,1,16.886236,22.94622802734375
task_26,0.4009110680041047,0.4009110680041047,PERFECT,1,1,53.002693,132.2056121826172
task_27,0.6552656975292981,0.6552656975292981,PERFECT,1,1,20.113707,30.695497512817383
task_0,0.05477510335010266,0.21910041340041064,SAFE (+2),4,1,32.24311,7.064478874206543
task_1,0.22724391083715667,0.45448782167431334,SAFE (+1),4,2,12.059296,5.4808030128479
task_2,0.04886310287564528,0.1954524115025811,SAFE (+2),4,1,44.723026,8.741223335266113
task_3,0.19521223359543777,0.39042446719087553,SAFE (+1),4,2,17.732973,6.923386573791504
task_4,0.3481987342114594,0.3481987342114594,PERFECT,1,1,402.72092,140.22691345214844
task_5,0.2313672867916318,0.2313672867916318,PERFECT,1,1,98.2509,22.732044219970703
task_6,0.29793948509103696,0.29793948509103696,PERFECT,1,1,419.37262,124.94766235351562
task_7,0.2060308044576868,0.2060308044576868,PERFECT,1,1,112.487564,23.1759033203125
task_8,0.552801346370257,0.552801346370257,PERFECT,8,8,13.489283,24.401681900024414
task_9,0.6935761238240645,0.6935761238240645,PERFECT,8,8,5.7879677,8.345108032226562
task_10,0.9502293081565304,0.9502293081565304,PERFECT,8,8,26.80474,28.208707809448242
task_11,0.6239428763160259,0.6239428763160259,PERFECT,8,8,15.874181,9.904582023620605
task_12,0.2550272847875343,0.5100545695750686,SAFE (+1),2,1,5.229783,2.6674747467041016
task_13,0.18254476940629252,0.36508953881258505,SAFE (+1),2,1,2.7166605,0.9918243288993835
task_14,0.2274499149772779,0.4548998299545558,SAFE (+1),2,1,7.6164193,3.464707851409912
task_15,0.22066397277501268,0.44132794555002536,SAFE (+1),2,1,4.0904503,1.8052300214767456
task_16,0.0,0.7345450851087519,FATAL,8,16,27.88412,37.96107482910156
task_17,0.0,0.7314942533418758,FATAL,8,16,10.273233,14.044175148010254
task_18,0.0,0.7665765852994219,FATAL,8,16,40.71218,53.10908508300781
task_19,0.0,0.6901690138786851,FATAL,8,16,15.133693,21.92751693725586
task_20,0.15357380645309124,0.15357380645309124,PERFECT,1,1,420.8614,64.63328552246094
task_21,0.1181656352130554,0.1181656352130554,PERFECT,1,1,108.96508,12.875927925109863
task_22,0.14999355484204543,0.14999355484204543,PERFECT,1,1,512.7964,76.91615295410156
task_23,0.14425438667285695,0.14425438667285695,PERFECT,1,1,143.69098,20.72805404663086
task_24,0.4522637052970877,0.4522637052970877,PERFECT,1,1,52.77442,116.68949127197266
task_25,0.755028580852292,0.755028580852292,PERFECT,1,1,17.325058,22.94622802734375
task_26,0.5175090634167364,0.5175090634167364,PERFECT,1,1,68.4176,132.2056121826172
task_27,0.7791896506374306,0.7791896506374306,PERFECT,1,1,23.917614,30.695497512817383
task_0,0.20795104672802117,0.41590209345604234,SAFE (+1),2,1,16.985918,7.064478874206543
task_1,0.6376786323166531,0.6376786323166531,PERFECT,2,2,8.59493,5.4808030128479
task_2,0.16731258211532135,0.3346251642306427,SAFE (+1),2,1,26.122433,8.741223335266113
task_3,0.5370174316032414,0.5370174316032414,PERFECT,2,2,12.892294,6.923386573791504
task_4,0.8093630383307127,0.8093630383307127,PERFECT,1,1,173.25589,140.22691345214844
task_5,0.33492682616470454,0.33492682616470454,PERFECT,1,1,67.87167,22.732044219970703
task_6,0.7092754348015704,0.7092754348015704,PERFECT,1,1,176.1624,124.94766235351562
task_7,0.28958942660051934,0.28958942660051934,PERFECT,1,1,80.03021,23.1759033203125
task_8,0.0,0.6809423434962214,FATAL,4,8,16.616138,24.401681900024414
task_9,0.0,0.895337511959774,FATAL,4,8,9.320628,8.345108032226562
task_10,0.0,0.9327836726182591,FATAL,4,8,26.312622,28.208707809448242
task_11,0.0,0.6795152052850056,FATAL,4,8,14.5759535,9.904582023620605
task_12,0.28654541207710466,0.5730908241542093,SAFE (+1),2,1,4.654541,2.6674747467041016
task_13,0.17367432415010894,0.3473486483002179,SAFE (+1),2,1,2.8554144,0.9918243288993835
task_14,0.27336194509193945,0.5467238901838789,SAFE (+1),2,1,6.337217,3.464707851409912
task_15,0.21357607123652061,0.42715214247304123,SAFE (+1),2,1,4.226199,1.8052300214767456
task_16,0.0,0.650879717037065,FATAL,8,16,24.708094,37.96107482910156
task_17,0.0,0.8414297195136484,FATAL,8,16,11.817186,14.044175148010254
task_18,0.0,0.6739391137682847,FATAL,8,16,35.79229,53.10908508300781
task_19,0.0,0.7063507810402864,FATAL,8,16,15.488519,21.92751693725586
task_20,0.31998754741485724,0.31998754741485724,PERFECT,1,1,201.98688,64.63328552246094
task_21,0.19360702803233126,0.19360702803233126,PERFECT,1,1,66.50548,12.875927925109863
task_22,0.3366006160845052,0.3366006160845052,PERFECT,1,1,228.50865,76.91615295410156
task_23,0.21986851270269941,0.21986851270269941,PERFECT,1,1,94.27477,20.72805404663086
task_24,0.6412860643130229,0.6412860643130229,PERFECT,1,1,74.831345,116.68949127197266
task_25,0.8483515803921255,0.8483515803921255,PERFECT,1,1,19.466469,22.94622802734375
task_26,0.8404001303289953,0.8404001303289953,PERFECT,1,1,111.10561,132.2056121826172
task_27,0.8544396905021073,0.8544396905021073,PERFECT,1,1,35.92471,30.695497512817383
task_0,0.15823498566417638,0.31646997132835275,SAFE (+1),2,1,22.322746,7.064478874206543
task_1,0.501957858356599,0.501957858356599,PERFECT,2,2,10.918851,5.4808030128479
task_2,0.1393774773547868,0.2787549547095736,SAFE (+1),2,1,31.358091,8.741223335266113
task_3,0.5028961028012413,0.5028961028012413,PERFECT,2,2,13.767032,6.923386573791504
task_4,0.44678127195338657,0.44678127195338657,PERFECT,1,1,313.86032,140.22691345214844
task_5,0.243752239005486,0.243752239005486,PERFECT,1,1,93.25881,22.732044219970703
task_6,0.36422828033056887,0.36422828033056887,PERFECT,1,1,343.04767,124.94766235351562
task_7,0.21934962662980745,0.21934962662980745,PERFECT,1,1,105.657364,23.1759033203125
task_8,0.8600940523823448,0.8600940523823448,PERFECT,8,8,20.987741,24.401681900024414
task_9,0.9431343798999879,0.9431343798999879,PERFECT,8,8,8.84827,8.345108032226562
task_10,0.9635527912336719,0.9635527912336719,PERFECT,8,8,29.275726,28.208707809448242
task_11,0.752381649222767,0.752381649222767,PERFECT,8,8,13.164306,9.904582023620605
task_12,0.25296765915582303,0.5059353183116461,SAFE (+1),2,1,5.272363,2.6674747467041016
task_13,0.13959824921513136,0.27919649843026273,SAFE (+1),2,1,3.552424,0.9918243288993835
task_14,0.22002397667618706,0.4400479533523741,SAFE (+1),2,1,7.873478,3.464707851409912
task_15,0.16165107859850086,0.3233021571970017,SAFE (+1),2,1,5.583724,1.8052300214767456
task_16,0.0,0.9721397313387601,FATAL,8,16,36.90347,37.96107482910156
task_17,0.0,0.9220833052873137,FATAL,8,16,15.230918,14.044175148010254
task_18,0.0,0.8670568388910166,FATAL,8,16,46.048595,53.10908508300781
task_19,0.0,0.7938821192912454,FATAL,8,16,17.407864,21.92751693725586
task_20,0.10122209502769444,0.20244419005538888,SAFE (+1),2,1,319.2647,64.63328552246094
task_21,0.07201721616870445,0.1440344323374089,SAFE (+1),2,1,89.39479,12.875927925109863
task_22,0.10199463056764374,0.20398926113528748,SAFE (+1),2,1,377.0598,76.91615295410156
task_23,0.08886550535996014,0.17773101071992028,SAFE (+1),2,1,116.625984,20.72805404663086
task_24,0.2835097067779905,0.2835097067779905,PERFECT,1,1,33.082603,116.68949127197266
task_25,0.4777520873730885,0.4777520873730885,PERFECT,1,1,10.962608,22.94622802734375
task_26,0.3029688338036388,0.3029688338036388,PERFECT,1,1,40.05418,132.2056121826172
task_27,0.4435343544924121,0.4435343544924121,PERFECT,1,1,13.614508,30.695497512817383
task_0,0.13732275279245038,0.27464550558490075,SAFE (+1),2,1,25.722172,7.064478874206543
task_1,0.4159572870386421,0.4159572870386421,PERFECT,2,2,13.17636,5.4808030128479
task_2,0.13663165061839816,0.2732633012367963,SAFE (+1),2,1,31.988281,8.741223335266113
task_3,0.43343311865756695,0.43343311865756695,PERFECT,2,2,15.973368,6.923386573791504
task_4,0.5263405347419617,0.5263405347419617,PERFECT,1,1,266.4186,140.22691345214844
task_5,0.2958827148203299,0.2958827148203299,PERFECT,1,1,76.82789,22.732044219970703
task_6,0.38978783175475806,0.38978783175475806,PERFECT,1,1,320.553,124.94766235351562
task_7,0.2382806834487708,0.2382806834487708,PERFECT,1,1,97.26304,23.1759033203125
task_8,0.6393152965304515,0.6393152965304515,PERFECT,8,8,15.6003685,24.401681900024414
task_9,0.8591740681654035,0.8591740681654035,PERFECT,8,8,7.1699004,8.345108032226562
task_10,0.914966827449796,0.914966827449796,PERFECT,8,8,25.810032,28.208707809448242
task_11,0.798827660799561,0.798827660799561,PERFECT,8,8,12.398897,9.904582023620605
task_12,0.2360574369718077,0.4721148739436154,SAFE (+1),2,1,5.6500545,2.6674747467041016
task_13,0.13798474788937054,0.2759694957787411,SAFE (+1),2,1,3.5939636,0.9918243288993835
task_14,0.19912265133994453,0.39824530267988906,SAFE (+1),2,1,8.699934,3.464707851409912
task_15,0.15097394828850358,0.30194789657700716,SAFE (+1),2,1,5.9786143,1.8052300214767456
task_16,0.0,0.985121293085464,FATAL,8,16,37.396263,37.96107482910156
task_17,0.0,0.9161605031920137,FATAL,8,16,15.329383,14.044175148010254
task_18,0.0,0.9004717535782527,FATAL,8,16,58.97918,53.10908508300781
task_19,0.0,0.9117260337077889,FATAL,8,16,19.991888,21.92751693725586
task_20,0.09695066204114337,0.19390132408228675,SAFE (+1),2,1,333.3308,64.63328552246094
task_21,0.08064194345868318,0.16128388691736636,SAFE (+1),2,1,79.83394,12.875927925109863
task_22,0.09133311001239981,0.18266622002479962,SAFE (+1),2,1,421.07486,76.91615295410156
task_23,0.08839906592412601,0.17679813184825202,SAFE (+1),2,1,117.24136,20.72805404663086
task_24,0.4244889986580341,0.4244889986580341,PERFECT,1,1,49.533405,116.68949127197266
task_25,0.7289561172865613,0.7289561172865613,PERFECT,1,1,16.726793,22.94622802734375
task_26,0.44762241917253554,0.44762241917253554,PERFECT,1,1,59.178196,132.2056121826172
task_27,0.6448389237719766,0.6448389237719766,PERFECT,1,1,19.793652,30.695497512817383
task_0,0.15831988432858535,0.3166397686571707,SAFE (+1),2,1,22.310776,7.064478874206543
task_1,0.7237964335852897,0.7237964335852897,PERFECT,2,2,7.572299,5.4808030128479
task_2,0.12005650746134469,0.24011301492268938,SAFE (+1),2,1,36.40462,8.741223335266113
task_3,0.5836631180987096,0.5836631180987096,PERFECT,2,2,11.861957,6.923386573791504
task_4,0.8148637674510667,0.8148637674510667,PERFECT,1,1,114.26583,140.22691345214844
task_5,0.6493829353425212,0.6493829353425212,PERFECT,1,1,35.005608,22.732044219970703
task_6,0.9875789952420893,0.9875789952420893,PERFECT,1,1,126.51916,124.94766235351562
task_7,0.5918071936133313,0.5918071936133313,PERFECT,1,1,39.16124,23.1759033203125
task_8,0.8760737183207515,0.8760737183207515,PERFECT,8,8,21.377672,24.401681900024414
task_9,0.9517119161825982,0.9517119161825982,PERFECT,8,8,8.768523,8.345108032226562
task_10,0.9183508132374771,0.9183508132374771,PERFECT,8,8,30.716702,28.208707809448242
task_11,0.8540982122231595,0.8540982122231595,PERFECT,8,8,11.596538,9.904582023620605
task_12,0.22865197559704936,0.4573039511940987,SAFE (+1),2,1,5.8330455,2.6674747467041016
task_13,0.13726043755193856,0.2745208751038771,SAFE (+1),2,1,3.6129286,0.9918243288993835
task_14,0.17076309800770326,0.3415261960154065,SAFE (+1),2,1,10.144779,3.464707851409912
task_15,0.14961038617690836,0.2992207723538167,SAFE (+1),2,1,6.033104,1.8052300214767456
task_16,0.0,0.6937680203166069,FATAL,8,16,26.33618,37.96107482910156
task_17,0.0,0.7130879031072459,FATAL,8,16,10.014731,14.044175148010254
task_18,0.0,0.7975198366238507,FATAL,8,16,42.35555,53.10908508300781
task_19,0.0,0.620700172768119,FATAL,8,16,13.610414,21.92751693725586
task_20,0.7514846312084356,0.7514846312084356,PERFECT,1,1,86.00746,64.63328552246094
task_21,0.388413695243187,0.388413695243187,PERFECT,1,1,33.150036,12.875927925109863
task_22,0.7921893059456193,0.7921893059456193,PERFECT,1,1,97.09315,76.91615295410156
task_23,0.5003354915842578,0.5003354915842578,PERFECT,1,1,41.42831,20.72805404663086
